Course,Name,Prerequisite Courses,Prerequisite Credits,SU Credits,ECTS Credits,Type,Information System URL,Sabancı Website URL,Corequisite Courses,Faculty,General Requirements ,,,,,,,,,,
IE 430,Logistics Systems Planning and Design,MS 301 or IE 301 or IE 312,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 432,Stochastic Models in Finance,MS 303 or IE 303,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 451,Data Visualization and Analysis,MATH 306,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 454,Supply Chain Analysis,MS 401 or IE 401,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 471,Supply Chain Practice,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 472,Strategic Decision Making Practice,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48000,Special Topics in IE:System Dynamics,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48001,Special Topics in IE:Managing New Product Development,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48002,Special Topics in IE:Advanced statistics with R,MATH 306,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48003,Special Topics in IE:Multi-axis Machining,IE 402,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48004,Special Topics in IE:Computer-Aided Biomodeling and Fabrication,ENS 209,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IE 48005,Special Topics in IE: Digital Manufacturing,IE 309 or MS 309,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IF 100,Computational Approaches to Problem Solving,__,,3,5,University Courses,Information System,Sabancı University,IF 100R,FENS,,,,,,,,,,,
IF 200,"Fantasy, Reality, Science and Society",__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IF 301,Gender in Science and Technology,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IF 333,"Creativity, Innovation and Entrepreneurship",__,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IF 401,"Energy: Supply Chain, Economics and Geopolitics",__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IF 467,"Decision, Psychology and Brain",NS 201 and MATH 203,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
IR 201,International Relations Theory,SPS 101 and SPS 102,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,IR 201D,FASS,,,,,,,,,,,
IR 301,Globalization and International Relations,SPS 101 and SPS 102 and IR 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 312,Global Civics,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 341,Global Governance,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 342,Turkish Foreign Policy,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 391,International Political Economy,SPS 101 and SPS 102 and ECON 202 and IR 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 392,Foreign Policy Analysis,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 394,World Politics,SPS 101 or SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 401,Turkey and the Middle East,SPS 101 and SPS 102 and IR 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 402,Turkey in Europe,SPS 102 and SPS 101,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 403,Political Violence in the Post-Cold War Era,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 405,European Foreign Policy,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 406,Turkey and the South Caucasus,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 407,Domestic Sources of International Politics,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 410,International Security,SPS 101 and SPS 102 and IR 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 489,Human Rights in World Affairs,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
IR 493,International Negotiation,SPS 101 and SPS 102 and ECON 202 and IR 201,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 309,History of Western Law,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 310,Comparative Legal Thought,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 311,International Law,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 312,Comparative Constitutional Law,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 401,"Law, Business and Society",SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 403,Internartional Business Law,SPS 101 and SPS 102,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LAW 404,Human Rights in the EU,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 212,Analyzing Text and Context,__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 252,Topics in World Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 290,Topics in Turkish Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 320,Popular Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 324,Postcolonial Theory and Literatures,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 354,Literature and Immigration,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 359,"Literature, Ideology and Resistance",__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 370,Imagining the City,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 371,Creative Writing,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 394,Modern Turkish Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 430,Auto/biography,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 434,Literary Theory,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 440,Literature and Psychoanalysis,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 445,Gender and Sexuality in Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 452,Seminar in World Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
LIT 492,Advanced Topics in Turkish Literature,__,,3,6,Free Elective,Information System,Sabancı University,__,FASS,,,,,,,,,,,
MAT 204,"Electrical, Optical and Magnetic Properties of Materials",NS 101 and MATH 101,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,MAT 204R,FENS,,,,,,,,,,,
MAT 206,Kinetics of Materials,ENS 202 and ENS 205,,3,6,Free Elective,Information System,Sabancı University,MAT 206R,FENS,,,,,,,,,,,
MAT 302,Polymer Synthesis,__,,4,7,Free Elective,Information System,Sabancı University,MAT 302L,FENS,,,,,,,,,,,
MAT 304,Biopolymers,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 305,Polymer Engineering: Fundamentals,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 306,Computational Techniques for Materials at the Nano-scale,__,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 307,Composite Materials,ENS 204,,3,7,Free Elective,Information System,Sabancı University,MAT 307R,FENS,,,,,,,,,,,
MAT 308,Phase Equilibria,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 309,Transport Phenomena in Materials Processing,__,,3,6,Free Elective,Information System,Sabancı University,MAT 309R,FENS,,,,,,,,,,,
MAT 310,Chemical Processes for New Materials,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 312,Materials Characterization,ENS 202 and MAT 204 and ENS 205,,4,7,Free Elective,Information System,Sabancı University,MAT 312L,FENS,,,,,,,,,,,
MAT 314,Mechanical Properties of Materials,ENS 205,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 401,Surface Chemistry,NS 218,,3,6,Free Elective,Information System,Sabancı University,MAT 401L,FENS,,,,,,,,,,,
MAT 402,Polymer Engineering: Processing and Applications,ENS 205,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 403,Polymer Processes,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 404,Polymer Physics,ENS 205,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 405,Advanced Materials Characterization,__,,4,7,Free Elective,Information System,Sabancı University,MAT 405L,FENS,,,,,,,,,,,
MAT 406,Nanoengineered Systems Fabrication,NS 218,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 408,Introduction to Ceramics,ENS 205 and ENS 202 and MAT 204 and MAT 308,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 416,Biomaterials Science and Biocompatibility,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 422,Glass Science and Engineering,ENS 205 and ENS 202,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 423,Cement Chemistry and Technology,ENS 205,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 424,Materials Selection in Product Design,ENS 205,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 48000,Special Topics in Materials Science and Nanoengineering: Adhesion Science and Engineering,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 48003,Special Topics in MAT: Failure Analysis,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MAT 48004,Special Topics in MAT: Polymer Matrix Composites,NS 207 and MAT 302 and MAT 305 and MAT 307,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 101,Calculus I,__,,3,6,University Courses,Information System,Sabancı University,MATH 101R,FENS,,,,,,,,,,,
MATH 102,Calculus II,MATH 101,,3,6,University Courses,Information System,Sabancı University,MATH 102R,FENS,,,,,,,,,,,
MATH 201,Linear Algebra,__,,3,6,"Required Course, Faculty Course",Information System,Sabancı University,MATH 201R,FENS,,,,,,,,,,,
MATH 202,Differential Equations,MATH 102,,3,6,"Area Elective, Faculty Course",Information System,Sabancı University,MATH 202R,FENS,,,,,,,,,,,
MATH 203,Introduction to Probability,MATH 102,,3,6,"Required Course, Faculty Course",Information System,Sabancı University,MATH 203R,FENS,,,,,,,,,,,
MATH 204,Discrete Mathematics,__,,3,6,"Required Course, Faculty Course",Information System,Sabancı University,MATH 204R,FENS,,,,,,,,,,,
MATH 206,Vector Calculus,MATH 102,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 221,History of Mathematics,MATH 102,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 301,Introduction to Mathematical Analysis,__,,3,6,Area Elective,Information System,Sabancı University,MATH 301R,FENS,,,,,,,,,,,
MATH 302,Integration,__,,3,6,Free Elective,Information System,Sabancı University,MATH 302R,FENS,,,,,,,,,,,
MATH 305,Complex Calculus,MATH 102,,3,6,Area Elective,Information System,Sabancı University,MATH 305R,FENS,,,,,,,,,,,
MATH 306,Statistical Modelling,MATH 203,,3,6,Core Elective,Information System,Sabancı University,MATH 306R,FENS,,,,,,,,,,,
MATH 307,Dynamical Systems,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 311,Introduction to Algebra,__,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 317,Elementary Number Theory,MATH 102 and MATH 201,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 318,Introduction to Combinatorics,MATH 201,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 322,Partial Differential Equations,MATH 202,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 401,Introduction to Functional Analysis,MATH 301,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 402,Hilbert Space Techniques,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 405,Numerical Methods,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 409,Proofs from the Notebook,MATH 201 and MATH 301,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 410,Introduction to Stochastic Calculus,MATH 203,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 414,Finite Fields and Applications,MATH 311,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MATH 479,Calculus of Variations,MATH 102,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 301,Mechanical Systems I,ENS 204,,3,6,Free Elective,Information System,Sabancı University,ME 301R,FENS,,,,,,,,,,,
ME 302,Mechanical Systems II,__,,3,6,Free Elective,Information System,Sabancı University,"ME 302L, and ME 302R",FENS,,,,,,,,,,,
ME 303,Control System Design,ENS 206,,3,6,Free Elective,Information System,Sabancı University,ME 303R,FENS,,,,,,,,,,,
ME 304,Motion Control Systems,__,,3,6,Free Elective,Information System,Sabancı University,"ME 304L, and ME 304R",FENS,,,,,,,,,,,
ME 305,Power Electronics,__,,3,6,Free Elective,Information System,Sabancı University,"ME 305L, and ME 305R",FENS,,,,,,,,,,,
ME 307,Fluid Dynamics,NS 101 and MATH 102,,3,6,Free Elective,Information System,Sabancı University,ME 307R,FENS,,,,,,,,,,,
ME 308,Industrial Control,__,,3,6,Free Elective,Information System,Sabancı University,ME 308L,FENS,,,,,,,,,,,
ME 309,Heat and Mass Transfer,ME 307,,3,6,Free Elective,Information System,Sabancı University,ME 309R,FENS,,,,,,,,,,,
ME 312,Analysis and Synthesis of Mechanisms,ENS 204,,3,6,Free Elective,Information System,Sabancı University,ME 312R,FENS,,,,,,,,,,,
ME 402,Plasmonics,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 403,Introduction to Robotics,ENS 206,,3,6,Core Elective,Information System,Sabancı University,"ME 403L, and ME 403R",FENS,,,,,,,,,,,
ME 405,Mechanical Vibrations,ENS 214,,3,6,Free Elective,Information System,Sabancı University,ME 405R,FENS,,,,,,,,,,,
ME 407,Embedded Systems,__,,3,6,Area Elective,Information System,Sabancı University,ME 407L,FENS,,,,,,,,,,,
ME 408,Mechatronics System Design,CS 201 and ENS 203 and ME 301 and ME 303,,3,6,Free Elective,Information System,Sabancı University,ME 408L,FENS,,,,,,,,,,,
ME 409,Foundations of Microsystems,__,,3,7,Free Elective,Information System,Sabancı University,ME 409R,FENS,,,,,,,,,,,
ME 410,Computer Aided Engineering,__,,3,6,Free Elective,Information System,Sabancı University,ME 410R,FENS,,,,,,,,,,,
ME 411,Mechanical System Design,__,,3,6,Free Elective,Information System,Sabancı University,ME 411R,FENS,,,,,,,,,,,
ME 412,Introduction to the Finite Element Method,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 415,Computational Analysis and Simulation,MATH 201 or MATH 202,,3,6,Free Elective,Information System,Sabancı University,ME 415R,FENS,,,,,,,,,,,
ME 420,Renewable and Sustainable Energy Systems,"ENS 207 
or (ME 307 and ME 309) 
or (ME 307 and ENS 202) 
or (ME 309 and ENS 202)",,3,5,Free Elective,Information System,Sabancı University,ME 420R,FENS,,,,,,,,,,,
ME 425,Autonomous Mobile Robotics,ENS 206 or ENS 211,,3,6,Core Elective,Information System,Sabancı University,ME 425L,FENS,,,,,,,,,,,
ME 435,Scaling in Engineering Systems,__,,3,6,Area Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 437,Biomechatronics,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 441,Advanced Vehicle Systems,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 48000,Special Topics in in ME: Biomechatronics,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 48001,Special Topics in in ME: Mechanical Vibrations,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
ME 48002,Special Topics in ME: Networked multi-agent systems,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
MGMT 201,Introduction to Management,__,,3,6,Free Elective,Information System,Sabancı University,MGMT 201R,SBS,,,,,,,,,,,
MGMT 203,Introduction to Data Analysis and Research in Business,MGMT 201,,3,6,Area Elective,Information System,Sabancı University,MGMT 203R,SBS,,,,,,,,,,,
MGMT 307,MIT Sloan Seminars in Management I,__,,1,1,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 308,MIT Sloan Seminars in Management II,__,,1,1,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 401,Business Strategy,ACC 201,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 402,Entrepreneurship,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 403,International Business,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 404,Technology Management,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 405,Turkish Managerial Context,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 406,Globalization,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 407,Business Law,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 408,Ethics in Business and Sustainability,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 409,Managing Non-Profit Organizations,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 410,Corporate Governance and Social Responsibility,ORG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 412,Social Innovation and Entrepreneurship,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 413,Strategic Innovation,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 414,Negotiation Skills,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 415,Entrepreneurial Technology Commercialization,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 417,Strategy Execution,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 418,Fundamentals of Family Business,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 419,Succession & Transfer of Power in Family Business,MGMT 418,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 420,New venture and Business Plan Development,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 421,Technology Awareness and Implications of Technology Trends to Business Life and Processes,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 422,Socio-Cultural and Institutional Perspectives on the Family Business,MGMT 418,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 450,Selected Topics in Management I,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 451,Selected Topics in Management II,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 491,Career and Professional Development Course,MGMT 201,,1,2,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 492,Learning Through Action Project,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 495,Entrepreneurial Skills Workshop I,__,,1,2,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 496,Entrepreneurial Skills Workshop II,__,,1,2,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MGMT 499,Independent Study,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 301,Introduction to Marketing,__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 401,Marketing Research,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 402,Consumer Behavior,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 403,International Marketing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 404,Digital Marketing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 405,Marketing Strategy,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 406,Brand Management,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 407,Sales Management,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 408,Public Relations and Influencer Marketing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 409,Pricing in Marketing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 410,Social Media Marketing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 411,Advertising and Promotion,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 412,Marketing Channel Management and Retailing,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 413,AI for Consumers and Society,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 414,Marketing Analytics,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 450,Selected Topics in Marketing I,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
MKTG 451,Selected Topics in Marketing II,MKTG 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
NS 101,Science of Nature I,__,,4,6,University Courses,Information System,Sabancı University,NS 101R,FENS,,,,,,,,,,,
NS 102,Science of Nature II,NS 101,,4,6,University Courses,Information System,Sabancı University,NS 102R,FENS,,,,,,,,,,,
NS 200,Einstein's Relativity,__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 201,Discovering Life,__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,NS 201R,FENS,,,,,,,,,,,
NS 206,What is There in the Universe: Inside the Milky Way?,NS 101,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 207,Organic Chemistry,__,,4,7,"Free Elective, Faculty Course",Information System,Sabancı University,NS 207L,FENS,,,,,,,,,,,
NS 208,General Biotechnology,__,,3,5,Free Elective,Information System,Sabancı University,NS 208R,FENS,,,,,,,,,,,
NS 209,"What is there in the Universe: ""Beyond the Milky Way""",NS 101,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 210,"Water: Its Physics, Nanophysics, Chemistry and Geopolitics",__,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 212,"Volcanoes, Earthquakes, Rocks ( Understanding the Earth)",__,,2,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 213,Doğa Bilimleri ve Mühendislik için Temel Fizik,NS 102,,3,6,"Area Elective, Faculty Course",Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 214,"Oscillations, Waves and Optics",__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 216,Life on Earth,__,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 218,Fundamentals of Nanoscience,ENS 202,,3,6,"Free Elective, Faculty Course",Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 220,World Energy Outlook: The Coming Year,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 222,Planetary Systems and Extrasolar Planets,NS 101,,3,5,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 223,Environmental Science,__,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
NS 224,Urban Agriculture,__,,3,6,Free Elective,Information System,Sabancı University,NS 224L,FENS,,,,,,,,,,,
NS 48000,Special Topics in NS: Astrobiology Fundamentals and Contemporary Research Topics,CS 210,,3,6,Free Elective,Information System,Sabancı University,__,FENS,,,,,,,,,,,
OPIM 301,Operations Management,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,OPIM 301R,SBS,,,,,,,,,,,
OPIM 302,Management Information Systems,__,,3,6,Free Elective,Information System,Sabancı University,OPIM 302R,SBS,,,,,,,,,,,
OPIM 390,Introduction to Business Analytics,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,OPIM 390R,SBS,,,,,,,,,,,
OPIM 401,Supply Chain Management,OPIM 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 402,Optimization Modeling in Business Analytics,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 403,Service Operations Management,OPIM 301,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 404,Business Process Analysis and Design,MGMT 203 or MATH 306,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 405,Management Decision Support Systems,MGMT 203 or MATH 306,,3,6,Area Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 406,Customer Relationship Management using Location Intelligence,__,,3,6,Area Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 407,Advanced Business Analytics,OPIM 390,,3,6,Area Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 408,Retail Operations and Marketing Analytics,__,,3,6,Free Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
OPIM 409,Project Management,MGMT 203 or MATH 306,,3,6,Area Elective,Information System,Sabancı University,__,SBS,,,,,,,,,,,
